Time (s),Voltage (V)
12.7330034293981,0.613333761692047
12.7784034282512,0.614345610141754
12.8298034269527,0.615376532077789
12.878403425725,0.616388380527496
12.9200034246741,0.617400228977203
12.9742034233049,0.618431150913239
13.019403422163,0.619500279426575
13.0716034208444,0.620512127876282
13.1200034196217,0.621676683425903
13.1780034181565,0.62274581193924
13.2314034168075,0.623757660388947
13.279003415605,0.624941349029541
13.3376034141246,0.625991344451904
13.3914034127655,0.627003192901611
13.4382034115833,0.628034114837646
13.4890034103,0.629084169864655
13.5394034090267,0.63011509180069
13.5926034076828,0.631126940250397
13.6460034063338,0.632138788700104
13.6956034050808,0.63320791721344
13.7520034036559,0.634219765663147
13.7988034024737,0.635307967662811
13.8580034009782,0.636319816112518
13.9016033998768,0.637331664562225
13.9552033985227,0.638362586498261
14.0008033973708,0.639374434947968
14.0620033958248,0.640386283397675
14.1124033945515,0.641398131847382
14.1704033930863,0.642409980297089
14.2186033918687,0.643421828746796
14.2702033905652,0.644471824169159
14.3214033892718,0.645521879196167
14.3824033877308,0.646533727645874
14.4364033863666,0.647545576095581
14.4912033849823,0.648557424545288
14.5428033836787,0.649626553058624
14.5976033822944,0.650657474994659
14.6564033808089,0.651669323444367
14.7036033796166,0.652700245380402
14.7586033782272,0.653712093830109
14.8184033767165,0.654723942279816
14.8758033752664,0.655793070793152
14.934603373781,0.656843066215515
14.9818033725887,0.657854914665222
15.0410033710931,0.658943116664886
15.1020033695521,0.659993171691895
15.159603368097,0.661043226718903
15.2172033666419,0.662055015563965
15.2770033651313,0.663066864013672
15.3334033637065,0.66411691904068
15.388603362312,0.665147840976715
15.4524033607003,0.666197896003723
15.5096033592553,0.66720974445343
15.5616033579417,0.668221592903137
15.6206033564512,0.669233441352844
15.678603354986,0.670264363288879
15.7376033534955,0.671276211738586
15.7966033520051,0.672364413738251
15.8608033503832,0.673471689224243
15.9196033488978,0.67448353767395
15.9810033473467,0.675495386123657
16.0418033458108,0.676602721214294
16.1056033441991,0.677614569664002
16.1702033425671,0.678645491600037
16.2218033412636,0.679657340049744
16.2916033395003,0.680707335472107
16.3506033380099,0.681719183921814
16.4050033366356,0.682731032371521
16.4756033348521,0.683742880821228
16.5372033332959,0.684773802757263
16.5968033317903,0.68578565120697
16.651603330406,0.686797499656677
16.7194033286932,0.687828481197357
16.7804033271522,0.688897550106049
16.8442033255405,0.689985752105713
16.9170033237014,0.691016733646393
16.9800033221099,0.692124009132385
17.0502033203365,0.693193137645721
17.1184033186136,0.694262266159058
17.1796033170676,0.695293188095093
17.2500033152891,0.696324110031128
17.3178033135763,0.697450518608093
17.3790033120303,0.698481440544128
17.456403310075,0.699607849121094
17.5230033083925,0.700619697570801
17.5930033066242,0.701631546020508
17.6600033049316,0.702662467956543
17.7232033033351,0.703731596469879
17.7988033014252,0.704819798469543
17.8628032998085,0.705850720405579
17.937003297934,0.706996202468872
18.0108032960697,0.708027184009552
18.078403294362,0.709039032459259
18.150603292538,0.710089027881622
18.2178032908404,0.711119949817657
18.2936032889255,0.712170004844666
18.3632032871673,0.71325820684433
18.4366032853131,0.714365541934967
18.5148032833376,0.715434610843658
18.5822032816349,0.716465592384338
18.6584032797099,0.717477440834045
18.7222032780982,0.718489289283752
18.8000032761327,0.719539284706116
18.8742032742583,0.720570206642151
18.9440032724951,0.721601188182831
19.0174032706408,0.722651183605194
19.0922032687512,0.723701238632202
19.1678032668414,0.724713087081909
19.2392032650377,0.725801289081573
19.3212032629662,0.726832211017609
19.3970032610513,0.727901339530945
19.4774032590202,0.728913187980652
19.5524032571256,0.729944109916687
19.6258032552713,0.730955958366394
19.7012032533666,0.732006013393402
19.779603251386,0.733017802238464
19.8616032493145,0.734086930751801
19.9394032473491,0.735136985778809
20.012403245505,0.736186981201172
20.0980032433426,0.737217962741852
20.1788032413014,0.738229811191559
20.2586032392855,0.739241659641266
20.3326032374161,0.740272581577301
20.4178032352637,0.741322576999664
20.4952032333085,0.742334425449371
20.5788032311965,0.743365347385406
20.6564032292362,0.744377195835114
20.7406032271091,0.745389044284821
20.8208032250831,0.7464200258255
20.901203223052,0.747450947761536
20.981403221026,0.748481869697571
21.0650032189141,0.749589204788208
21.1628032164435,0.750658273696899
21.2424032144326,0.751727402210236
21.3372032120377,0.752739250659943
21.4166032100319,0.75375109910965
21.4992032079453,0.754762947559357
21.5846032057879,0.755793869495392
21.6806032033627,0.756862998008728
21.7650032012305,0.757893919944763
21.8624031987701,0.758943974971771
21.942603196744,0.759974896907806
22.0402031942785,0.760986745357513
22.1314031919746,0.76205587387085
22.2224031896757,0.763105869293213
22.3176031872707,0.76411771774292
22.4034031851033,0.7651486992836
22.4950031827893,0.766179621219635
22.587403180455,0.767191469669342
22.6812031780854,0.768203318119049
22.7664031759331,0.769215166568756
22.8658031734221,0.770341515541077
22.9650031709161,0.771391570568085
23.064403168405,0.772479772567749
23.163603165899,0.773510694503784
23.2642031633576,0.774522542953491
23.3516031611497,0.775534391403198
23.4442031588104,0.776565372943878
23.5454031562539,0.777653574943542
23.655803153465,0.778684496879578
23.762603150767,0.779715418815613
23.8482031486045,0.780765473842621
23.9638031456842,0.781777322292328
24.0610031432288,0.782789170742035
24.1510031409552,0.783839166164398
24.266203138045,0.784927368164063
24.3664031355137,0.785977423191071
24.4832031325631,0.786989271640778
24.5922031298095,0.788077473640442
24.6994031271014,0.789108395576477
24.8044031244489,0.790158450603485
24.9162031216246,0.791208446025848
25.0246031188862,0.792277574539185
25.1292031162438,0.79340398311615
25.2638031128435,0.794415831565857
25.3538031105699,0.795427680015564
25.4650031077607,0.796439528465271
25.5834031047697,0.797470450401306
25.6848031022081,0.798482298851013
25.7990030993232,0.799513220787048
25.8674030975953,0.800124168395996
25.8676030975902,0.800028681755066
25.8682030975604,0.769830882549286
25.8684030975555,0.76967054605484
25.8690030975403,0.76858514547348
25.8698030975201,0.767573297023773
25.8708030974948,0.766561448574066
25.8718030974696,0.765530526638031
25.8732030974341,0.764404118061066
25.8746030973988,0.763315916061401
25.8760030973635,0.762304067611694
25.877803097318,0.761196732521057
25.8794030972776,0.760127663612366
25.8808030972422,0.759058535099029
25.8828030971917,0.758008480072021
25.8844030971513,0.756901204586029
25.8868030970906,0.755889356136322
25.8886030970451,0.754858434200287
25.8904030969997,0.753770172595978
25.892803096939,0.752643823623657
25.8954030968734,0.75163197517395
25.8974030968228,0.750524640083313
25.8998030967622,0.749455511569977
25.9028030966864,0.748386442661285
25.9052030966257,0.747336387634277
25.9080030965551,0.746267259120941
25.9106030964894,0.745236337184906
25.9130030964288,0.744071781635284
25.916003096353,0.742926299571991
25.9192030962721,0.741857171058655
25.9224030961913,0.740749835968018
25.9256030961105,0.739680707454681
25.9290030960246,0.738630712032318
25.9318030959538,0.737599790096283
25.9358030958528,0.736473381519318
25.9392030957668,0.735308825969696
25.942603095681,0.73423969745636
25.9470030955698,0.73296058177948
25.9516030954536,0.731872320175171
25.9552030953626,0.730688691139221
25.9596030952515,0.729619562625885
25.9634030951555,0.728607714176178
25.9682030950342,0.727576792240143
25.9716030949484,0.726545810699463
25.9756030948474,0.725476741790771
25.9804030947261,0.724388539791107
25.9852030946048,0.723319411277771
25.9894030944987,0.722269356250763
25.9938030943876,0.721200227737427
25.9988030942613,0.720169305801392
26.0042030941249,0.719081103801727
26.0092030939985,0.717992901802063
26.0146030938621,0.716981053352356
26.0192030937459,0.715969204902649
26.0246030936095,0.714957356452942
